ep_id,name,country,group,section_a_items,section_c_items,section_a_count,section_c_count,pdf_path
197648,Alexander BERNHUBER,Austria,Group of the European People's Party (Christian Democrats),Mitglied des Europäischen Parlaments Public Information monatlich || Einkünfte aus Land- und Forstwirtschaft (2021) laut EST-Bescheid545 || Mitgliedschaft Bezirksparteivorstand Melk kraft Funktion || Mitgliedschaft im Präsidium des NÖ- Bauernbundes kraft Funktion || Obmann Verein Neu.Land.Leben || Mitglied in der Bundesleitung der LVP kraft FunktionXDE,Einkünfte aus Land- und Forstwirtschaft (2021) laut EST-Bescheid545 || Mitgliedschaft Bezirksparteivorstand Melk kraft Funktion || Mitgliedschaft im Präsidium des NÖ- Bauernbundes kraft Funktion || Verein Neu.Land.Leben Obmann || Mitglied in der Bundesleitung der LVP kraft FunktionXDE,6,5,declarations/197648_Alexander_BERNHUBER.pdf
197498,Robert BIEDROŃ,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Poseł do Parlamentu Europejskiego informacja publicznamiesięcznie || Współprzewodniczący Nowej Lewicy XPL,Współprzewodniczący Nowej Lewicy XPL,2,1,declarations/197498_Robert_BIEDROŃ.pdf
23788,Adam BIELAN,Poland,European Conservatives and Reformists Group,Poseł do Parlamentu Europejskiego informacja publicznamiesięczniePL,,1,0,declarations/23788_Adam_BIELAN.pdf
197435,Gabriele BISCHOFF,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || Europa-Union - Vizepräsidentin || Industriegewerkschaft IGM Mitglied || ADFC - Mitglied || Trägerverein der Europäischen Akademie Berlin - Mitglied || Institut Europäische Politik - Kuratorin || Gender Five Plus - Ehrenmitglied || August-Bebel-Institut Berlin - Mitglied,Europa-Union - Vizepräsidentin || Trägerverein der Europäischen Akademie Berlin - Mitglied || Industriegewerkschaft Metall - Mitglied || Institut Europäische Politik - Kuratorin || Gender Five Plus - Ehrenmitglied || ADFC - Allgemeine Deutsche Fahrrad-Club || August-Bebel-Institut Berlin - Mitglied || Aufsichtsrätin Arcelor Mittal Eisenhüttenstadt 833 monatlich || Kooptiertes Mitglied des Landesvorstands der SPD BerlinXDE,8,9,declarations/197435_Gabriele_BISCHOFF.pdf
257005,Ľuboš BLAHA,Slovakia,Non-attached Members,poslanec NR SR 5829 || podpredseda strany SMER-SD || vedecký pracovník Slovenskej akadémie vied 148,podpredseda strany SMER-SD XSK,3,1,declarations/257005_Ľuboš_BLAHA.pdf
96681,Vilija BLINKEVIČIŪTĖ,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,EP narė Vieša informacija Kas mėnesį || LSDP pirmininkė XLT,LSDP pirmininkė XLT,2,1,declarations/96681_Vilija_BLINKEVIČIŪTĖ.pdf
256998,Rachel BLOM,Netherlands,Patriots for Europe Group,Claims Client Relationship Manager at Chubb Insurance90000 || Claims Manager at Everest insurance 75000,,2,0,declarations/256998_Rachel_BLOM.pdf
197449,Michael BLOSS,Germany,Group of the Greens/European Free Alliance,Mitglied des Europäischen Parlaments Allgemein zugängliche Informationmonatlich || Mitglied im Landesvorstand von Bündnis 90/ Die Grünen Baden-WürttembergXDE,Mitglied im Landesvorstand von Bündnis 90/ Die Grünen Baden-WürttembergXDE,2,1,declarations/197449_Michael_BLOSS.pdf
257073,Tobiasz BOCHEŃSKI,Poland,European Conservatives and Reformists Group,Wojewoda Łódzki (2021-2023) 13000 || Wojewoda Mazowecki (2023) 13000 || Radny Rady Miasta Stołecznego Warszawy 3000 || Wykladowca akademicki 7000,,4,0,declarations/257073_Tobiasz_BOCHEŃSKI.pdf
197439,Damian BOESELAGER,Germany,Group of the Greens/European Free Alliance,Member of the European Parliament Public Information Monthly || Lecturer - Hertie School 4500,,2,0,declarations/197439_Damian_BOESELAGER.pdf
197636,Ioan-Rareş BOGDAN,Romania,Group of the European People's Party (Christian Democrats),Membru al Parlamentului European Informatii publice Lunar || Prim vicepresedinte PNL XRO,Prim vicepresedinte PNL XRO,2,1,declarations/197636_Ioan-Rareş_BOGDAN.pdf
257108,Stefano BONACCINI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Presidente della Regione Emilia-Romagna 7500 || Presidente del Partito Democratico || Presidente del CEMR (Council of European Municipalities and Regions)XIT,Presidente del Partito Democratico,3,1,declarations/257108_Stefano_BONACCINI.pdf
256881,Barbara BONTE,Belgium,Patriots for Europe Group,"Bestuurder HILJA (eigen bedrijf, onroerend goed en landbouw)1405",Lid partijraad Vlaams Belang XNL,1,1,declarations/256881_Barbara_BONTE.pdf
101039,Paolo BORCHIA,Italy,Patriots for Europe Group,Deputato al Parlamento Europeo Informazione pubblicaMensile || Segretario provinciale della LEGA di Verona || Vice segretario regionale LEGA Veneto,Segretario provinciale della LEGA di Verona || Vice segretario regionale LEGA Veneto,3,2,declarations/101039_Paolo_BORCHIA.pdf
257024,Mireia BORRÁS PABÓN,Spain,Patriots for Europe Group,diputada nacional en el congreso de los diputados6000 || profesora de fundación Madrina || speaker en universidades y residencias universitariasXES,,3,0,declarations/257024_Mireia_BORRÁS_PABÓN.pdf
257457,Zsuzsanna BORVENDÉG,Hungary,Europe of Sovereign Nations Group,"Magyarságkutató Intézet Történeti Kutatóközpont, tudományos munkatárs900000","Magyarságkutatók Egyesülete, alelnök XHU",1,1,declarations/257457_Zsuzsanna_BORVENDÉG.pdf
112748,Biljana BORZAN,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member of European Parliament public information mjesečnoHR,,1,0,declarations/112748_Biljana_BORZAN.pdf
256995,Gordan BOSANAC,Croatia,Group of the Greens/European Free Alliance,"Member of the Board Psychiatric Hospital ""Sveti Ivan"" in Zagreb135 || Member of the Board of Public Fire Department of City of Zagreb || Member of the Croatian Parliament (reseigned on July 12 2024)3206 || Member of the City of Zagreb Assembly (resigned on June 20 2024)276 || Member of the Local Committee Council 93 || Member of the Executive Board of the political party ""We Can!"" || Member of the Council of the political party ""We Can!"" || Member of the Board of NGO Montažstroj || Owner of the ""Cabinet - consulting trade"". The company was closed on June 30 2023.10000","Member of the Executive Board of the political party ""We Can!"" || Member of the Board of Public Fire Department of City of Zagreb || Member of the Council of the political party ""We Can!"" || Member of the Local Committee Council || Member of the Board Psychiatric Hospital ""Sveti Ivan"" in ZagrebXHR",9,5,declarations/256995_Gordan_BOSANAC.pdf
256945,Irmhild BOẞDORF,Germany,Europe of Sovereign Nations Group,Fraktionsgeschaeftsfuehrerin der AFD im LVR4600 || Leiterin Wahlkreisbuero Ruediger Lucassen MdB1500,,2,0,declarations/256945_Irmhild_BOẞDORF.pdf
257020,Stine BOSSE,Denmark,Renew Europe Group,"Bosse.biz, my company 828819 || Telegreenland/Tusass board fee 681361 || NunaOil, board fee 311156 || NunaGreen, board chairmann 241250 || Coop Amba, board fee 354620 || Coop Invest, board fee 239746 || DNB, board fee 480142 || Allianz SE, board fee 5785003","Board member in DNB, Den Norske Bank 350000",8,1,declarations/257020_Stine_BOSSE.pdf
187917,Marc BOTENGA,Belgium,The Left group in the European Parliament - GUE/NGL,"Député européen information publiqueMensuelle || Fondateur associé, CVBA De Toekomstbouwers || Président du Conseil d'Administration, Viva Salud asblXFR","Président du Conseil d'Administration, Viva Salud asbl || Fondateur associé, CVBA De ToekomstbouwersXFR",3,2,declarations/187917_Marc_BOTENGA.pdf
197577,Gilles BOYER,France,Renew Europe Group,"Député européen information publiqueMensuelle || Droits d'auteur Editions Lattès 40000 || Trésorier de l'association ""Nouveaux européens""XFR","Trésorier de l'association ""Nouveaux européens""XFR",3,1,declarations/197577_Gilles_BOYER.pdf
124984,Lynn BOYLAN,Ireland,The Left group in the European Parliament - GUE/NGL,Member of the Seanad 78000 || Member of the board Saint Kevin's National SchoolXEN,Member of the board Saint Kevin's National SchoolXEN,2,1,declarations/124984_Lynn_BOYLAN.pdf
256841,Helmut BRANDSTÄTTER,Austria,Renew Europe Group,Member of the Austrian Parliament 10000 || Author of books and media trainings 5000,,2,0,declarations/256841_Helmut_BRANDSTÄTTER.pdf
256878,Marie-Luce BRASIER-CLAIN,France,Patriots for Europe Group,Infirmière fonction publique hospitalière (jusqu'au 30 avril 2022)46937,,1,0,declarations/256878_Marie-Luce_BRASIER-CLAIN.pdf
257067,Grzegorz BRAUN,Poland,Non-attached Members,Posel na Sejm 67071 || Prawa autorskie 45032 || Prezes partii politycznej Konfederacja Korony PolskiejXPL,Prezes partii politycznej Konfederacja Korony PolskiejXPL,3,1,declarations/257067_Grzegorz_BRAUN.pdf
251324,Krzysztof BREJZA,Poland,Group of the European People's Party (Christian Democrats),Poseł do Parlamentu Europejskiego informacja publicznamiesięcznie || Poseł na Sejm RP 16000 || Członek Platformy Obywatelskiej RP (Partia Polityczna) || Wynajem mieszkania 2500 || Dzierżawa gruntu rolnego 1000,Członek Platformy Obywatelskiej RP (Partia Polityczna)XPL,5,1,declarations/251324_Krzysztof_BREJZA.pdf
197470,Saskia BRICMONT,Belgium,Group of the Greens/European Free Alliance,Députée européenne information publiqueMensuelle || Présidente du Comité climat de la Conférence des élus de Wallonie picarde || Membre du Conseil stratégique de l'IEE-ULB,Présidente du Comité climat de la Conférence des élus de Wallonie picarde || Membre du Conseil stratégique de l'IEE-ULB,3,2,declarations/197470_Saskia_BRICMONT.pdf
204129,Nikolina BRNJAC,Croatia,Group of the European People's Party (Christian Democrats),Member of the Croatian Parliament || Minister of Tourism and Sport in the Government of the Republic of Croatia2262 || Full Professor - University of Zagreb 2234,,3,0,declarations/204129_Nikolina_BRNJAC.pdf
197501,Joachim Stanisław BRUDZIŃSKI,Poland,European Conservatives and Reformists Group,Poseł do Parlamentu Europejskiego informacje publicznemiesięczniePL,,1,0,declarations/197501_Joachim_Stanisław_BRUDZIŃSKI.pdf
257064,Anna BRYŁKA,Poland,Patriots for Europe Group,"Prawnik (na podstawie umowy cywilno- prawnej), prawo europejskie105237 || Gospodarstwo rolne Bryłka Mirosław (domownik) || Wiceprezes Ruchu Narodowego XPL",Wiceprezes Ruchu Narodowego || Gospodarstwo rolne Bryłka Mirosław (domownik)XPL,3,2,declarations/257064_Anna_BRYŁKA.pdf
128483,Markus BUCHHEIT,Germany,Europe of Sovereign Nations Group,Mitglied des Europäischen Parlaments Allgemein zugängliche InformationmonatlichDE,,1,0,declarations/128483_Markus_BUCHHEIT.pdf
257072,Tomasz BUCZEK,Poland,Patriots for Europe Group,Jednoosobowa działalność gospodarcza - usługi budowlane; Firma Usługowo- Remontowa-Budowlana Buczek Tomasz49585,,1,0,declarations/257072_Tomasz_BUCZEK.pdf
125012,Daniel BUDA,Romania,Group of the European People's Party (Christian Democrats),Membru în Parlamentul European Informații publice Lunar || Universitatea Babes-Bolyai Lector universitar 67839 || Societatea profesională notarială Autentica 942395 || Member Asociația de Vânătoare Marian || Member Asociația Internațională de Drept Civil || Member Agriserv Servicii Zootehnice || Member Agra Tech Development XRO,Asociația de Vânătoare Marian || Asociația Internațională de Drept Civil XRO,7,2,declarations/125012_Daniel_BUDA.pdf
99878,Waldemar BUDA,Poland,European Conservatives and Reformists Group,Minister Rozwoju i Technologii 2023 227369 || Minister Rozwoju i Technologii 2022 177493 || Sekretarz Stanu w MFiPR 2021 177883 || Poseł na Sejm RP 2023 16000,,4,0,declarations/99878_Waldemar_BUDA.pdf
257047,Borys BUDKA,Poland,Group of the European People's Party (Christian Democrats),Posel na Sejm RP - uposazenie w 2023 r. 176647 || Posel na Sejm RP - dieta w 2023 r. 45573 || Uniwersytet Ekonomiczny w Katowicach - adiunkt w 2023r68110 || Minister Aktywow Panstwowych w 2023 r. 10047 || Platforma Obywatelska RP - wiceprzewodniczacyXPL,Platforma Obywatelska RP - wiceprzewodniczacy || Uniwersytet Ekonomiczny w Katowicach - adiunkt9800,5,2,declarations/257047_Borys_BUDKA.pdf
257081,Sebastião BUGALHO,Portugal,Group of the European People's Party (Christian Democrats),Freelance analyst TVI 44400 || Freelance columnist Global Media 8640 || Freelance analyst Impresa 42000 || Journalist SIC 42000,,4,0,declarations/257081_Sebastião_BUGALHO.pdf
257051,Andrzej BUŁA,Poland,Group of the European People's Party (Christian Democrats),Marszałek Województwa Opolskiego 280187 || Wiceprzewodniczący Rady Nadzorczej Wojewódzkiego funduszu ochrony środowiska65678,,2,0,declarations/257051_Andrzej_BUŁA.pdf
4267,Udo BULLMANN,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mitglied des Europäischen Parlaments öffentliche Informationmonatlich || Freunde und Förderer der Akademie der Arbeit e.V . || Mitglied der Gewerkschaft Verdi || Mitglied der Arbeiterwohlfahrt || In- und ausländische Berufsverbände der Politikwissenschaft || Mitglied der Europäischen Akademie Hessen || Mitglied der Friedrich-Ebert-Stiftung e.V . || Mitglied der Europa Union || Mitglied des Präsidiums und des Landesvorstands der SPD Hessen || Mitglied des SPD Bundes Präsidiums (bis Dezember 2021)XDE,Freunde und Förderer der Akademie der Arbeit e.V . || Mitglied der Gewerkschaft Verdi || Mitglied der Arbeiterwohlfahrt || In- und ausländische Berufsverbände der Politikwissenschaft || Mitglied der Europäischen Akademie Hessen || Mitglied der Europa Union || Mitglied der Friedrich-Ebert-Stiftung e.V . || Mitglied des Präsidiums und des Landesvorstands der SPD HessenXDE,10,8,declarations/4267_Udo_BULLMANN.pdf
197440,Delara BURKHARDT,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mitglied des Europäischen Parlaments öffentliche Informationmonatlich || V orstand des Willy-BrandtCenter Jerusalem e.V . || SPD Landesvorstand Schleswig-Holstein || V orstandsmitglied Europäische Bewegung Deutschlands e.V . || Advisory Board Earth Percent || Mitglied Obama Foundation Alumnis || Mitglied Gewerkschaft Nahrung-Genuss- Gaststätten (NGG) || Mitglied Vereinte Dienstleistungsgewerkschaft (kurz Verdi) || Mitglied NABU (Naturschutzbund Deutschland e.v.) || Mitglied Arbeiterwohlfahrt (e.V .) || Mitglied Naturfreunde Deutschlands,SPD Landesvorstand Schleswig-Holstein || V orstandsmitglied Europäische Bewegung Deutschlands e.V . || Advisory Board Earth Percent || Mitglied Obama Foundation Alumnis || Mitglied Gewerkschaft Nahrung-Genuss- Gaststätten (NGG) || Mitglied Vereinte Dienstleistungsgewerkschaft (kurz Verdi) || Mitglied NABU (Naturschutzbund Deutschland e.v.) || Mitglied Arbeiterwohlfahrt (e.V .) || Mitglied Naturfreunde Deutschlands || Mitglied Willy-Brandt-Center Jerusalem e.V,11,10,declarations/197440_Delara_BURKHARDT.pdf
197829,Jorge BUXADÉ VILLALBA,Spain,Patriots for Europe Group,Abogado en el ejercicio de la profesión libre. Colegiado en el Colegio de Abogados de Barcelona.18000 || Diputado del Parlamento Europeo Información pública Mensual || Miembro de la ejecutiva de ECR party || Vicesecretario de VOX 2200,Miembro de la ejecutiva de ECR party || Miembro de la ejecutiva de VO,4,2,declarations/197829_Jorge_BUXADÉ_VILLALBA.pdf
