wikidata_id,name,term_start,birth_date,birth_place,education,occupations,employers,party_history,awards,prev_positions,name_upper
Q2134464,Henk Jan Ormel,2024-02-27,1955-12-15,Utrecht,Utrecht University,politician,,Christian Democratic Appeal,Knight of the Order of Orange-Nassau,member of the House of Representatives of the Netherlands (2002-05-23 to 2012-09-19),HENK JAN ORMEL
Q2983767,Henna Virkkunen,2024-07-16,1972-06-04,Joutsa,University of Jyväskylä,politician || member of parliament || journalist,,National Coalition Party,Commander of the Order of the White Rose of Finland,Minister of Education (2008-12-19 to 2011-06-22) || European Commissioner (from 2024-12-01) || municipal councillor in Finland || member of the Parliament of Finland || Minister of Transport (2014-04-04 to 2014-06-24),HENNA VIRKKUNEN
Q12316339,Henrik Dahl,2024-07-16,1960-02-20,Aarhus,University of Pennsylvania || University of Copenhagen || Copenhagen Business School || Ribe Katedralskole,politician || entrepreneur || author || university teacher || sociologist,,Liberal Alliance,Rosenkjær Award || Columbus-Prisen,member of the Folketing || substitute member of the Parliamentary Assembly of the Council of Europe (from 2018-11-23) || member of the Folketing || member of the Folketing,HENRIK DAHL
Q1285166,Herbert Dorfmann,2024-07-16,1969-03-04,Brixen,Catholic University of the Sacred Heart,politician,,South Tyrolean People's Party,,municipal executive (2000-06-02 to 2005-05-09) || council member (2005-05-19 to 2009-11-30) || mayor of a place in Italy (2005-05-09 to 2009-09-16) || member of Italian City Council (2000-06-02 to 2005-05-09),HERBERT DORFMANN
Q5895692,Hermann Tertsch,2024-07-16,1958-04-09,Madrid,,writer || politician || comedian || television presenter || correspondent || journalist,El País,independent politician,Hungarian Order of Merit || Cirilo Rodríguez Award,,HERMANN TERTSCH
Q2780443,Hilde Vautmans,2024-07-16,1972-05-02,Sint-Truiden,,politician,,Anders,,member of the Chamber of Representatives of Belgium (2003-06-05 to 2007-05-02) || member of the Chamber of Representatives of Belgium (2007-06-28 to 2010-05-07),HILDE VAUTMANS
Q1618317,Hildegard Bentele,2024-07-16,1976-05-22,Ludwigsburg,Freie Universität Berlin,politician,,Christian Democratic Union,,member of the Abgeordnetenhaus of Berlin,HILDEGARD BENTELE
Q12281964,Hristo Petrov,2024-07-16,1979-12-19,Sofia,National High School of Ancient Languages and Cultures,politician || singer || musician,,,,member of the Bulgarian National Assembly (2023-04-12 to 2024-06-19) || member of the Bulgarian National Assembly (2022-10-19 to 2023-02-02) || member of the Bulgarian National Assembly (2021-12-03 to 2022-08-01),HRISTO PETROV
Q16940072,Hélder Sousa Silva,2024-07-16,1965-07-21,Mafra,Catholic University of Portugal || Instituto Superior Técnico,politician,,,,member of the Assembly of the Republic,HÉLDER SOUSA SILVA
Q5479644,Idoia Mendia Cueva,2024-07-16,1965-10-27,Bilbao,University of Amsterdam || University of Deusto,lawyer || politician,,Spanish Socialist Workers' Party || Socialist Party of the Basque Country – Basque Country Left,,Q89281057 (2014-09-16 to 2021-11-20) || deputy of the Basque Parliament (2001-06-08 to 2005-02-22) || deputy of the Basque Parliament (2020-08-03 to 2020-09-09) || deputy of the Basque Parliament (2012-11-20 to 2016-10-21) || Q89281637 (2009-05-09 to 2012-12-17) || Q107542366 (2012-09-02 to 2012-12-17) || Q98922287 (2020-09-08 to 2024-04-30) || deputy of the Basque Parliament (2005-05-16 to 2009-01-06) || deputy of the Basque Parliament (2009-04-03 to 2009-05-11) || Q107542341 (2020-09-08 to 2024-04-30) || deputy of the Basque Parliament (2016-10-21 to 2020-08-03) || Q107525330 (2009-05-09 to 2012-09-02),IDOIA MENDIA CUEVA
Q405098,Ignazio Marino,2024-07-16,1955-03-10,Genoa,Catholic University of the Sacred Heart,politician || surgeon,University of Pittsburgh || Thomas Jefferson University,Democratic Party,,mayor of Rome (2013-06-12 to 2015-10-31) || member of the Senate of the Italian Republic (2006-04-19 to 2008-04-28) || metropolitan mayor of Rome (2015-01-01 to 2015-10-31) || member of the Senate of the Italian Republic (2013-03-02 to 2013-05-22) || member of the Senate of the Italian Republic (2008-04-21 to 2013-03-14),IGNAZIO MARINO
Q124412639,Ilaria Salis,2024-07-16,1984-06-17,Milan,University of Milan,teacher || politician || activist,,independent politician,,,ILARIA SALIS
Q17266806,Ilhan Kyuchuk,2024-07-16,1985-09-16,Sevlievo,Veliko Tarnovo University,politician,,Movement for Rights and Freedoms,,,ILHAN KYUCHUK
Q19204896,Iliya Lazarov,2024-07-16,1965-09-19,Sofia,,businessperson || politician,,,,member of the Bulgarian National Assembly (2021-04-15 to 2021-05-11),ILIYA LAZAROV
Q2662771,Inese Vaidere,2024-07-16,1952-09-03,Jelgava,University of Latvia,politician || economist || university teacher,University of Latvia,Communist Party of the Soviet Union || Civic Union,"Order of Merit (Ukraine), 3rd class",deputy of Saeima,INESE VAIDERE
Q126759263,Ingeborg ter Laak,2024-07-16,1973-02-18,Gouda,,politician,,Christian Democratic Appeal,,municipal executive of Zoetermeer (2018-05-01 to 2024-07-08) || municipal councillor of Zoetermeer (2014-03-01 to 2018-01-01) || municipal councillor of Zoetermeer (2014-03-01 to 2018-05-01),INGEBORG TER LAAK
Q15919839,Ioannis Maniatis,2024-07-16,1956-10-11,Q189901,National Technical University of Athens,engineer || politician || civil servant || university teacher,Aristotle University of Thessaloniki,Panhellenic Socialist Movement || Democratic Alignment,,"member of the Hellenic Parliament (2015-09-20 to 2019-06-11) || Minister of Environment, Energy and Climate Change (2013-06-25 to 2015-01-27) || member of the Hellenic Parliament (2004-03-07 to 2014-12-31)",IOANNIS MANIATIS
Q459373,Iratxe García,2024-07-16,1974-10-07,Barakaldo,University of Valladolid,politician || social worker,,Spanish Socialist Workers' Party,,chairperson (from 2019-07-02) || Q66759267 (1995-06-23 to 2000-03-29) || parliamentary group leader (from 2019-07-01) || Member of the Congress of Deputies (2000-03-29 to 2004-01-20) || member of the Provincial Deputation of Valladolid (1995-01-01 to 2000-01-01),IRATXE GARCÍA
Q63400148,Irena Joveva,2024-07-16,1989-02-26,Kranj,University of Ljubljana,politician || journalist,,List of Marjan Šarec,Q109743033,,IRENA JOVEVA
Q21706297,Irene Montero,2024-07-16,1988-02-13,Madrid,Autonomous University of Madrid || Colegio Siglo XXI,politician || psychologist || activist,,Podemos,Grand Cross of the Order of Charles III || Q119791712,Member of the Congress of Deputies (2019-12-03 to 2023-08-17) || Member of the Congress of Deputies (2016-01-05 to 2016-07-19) || Member of the Congress of Deputies (2016-07-08 to 2019-05-21) || Minister for Equality (2020-01-13 to 2023-11-20) || Member of the Congress of Deputies (2019-05-14 to 2019-12-03),IRENE MONTERO
Q3801917,Irene Tinagli,2024-07-16,1974-04-16,Empoli,Carnegie Mellon University || Bocconi University,politician || economist || assistant professor,,Democratic Party,,member of the Chamber of Deputies of the Italian Republic (2013-03-05 to 2018-03-22),IRENE TINAGLI
Q126504934,Irmhild Boßdorf,2024-07-16,1967-01-14,Mechelen,Friedrich-Alexander-Universität Erlangen-Nürnberg,politician,,Alternative for Germany,,,IRMHILD BOSSDORF
Q64094738,Isabel Benjumea,2024-07-16,1982-09-05,Madrid,Comillas Pontifical University,businessperson || politician,,People's Party,,,ISABEL BENJUMEA
Q47490746,Isabel Serra,2024-07-16,1989-08-15,Madrid,Complutense University of Madrid,politician || activist,,Podemos,,member of the Assembly of Madrid (2015-06-09 to 2019-04-02) || member of the Assembly of Madrid (2019-06-11 to 2021-06-07),ISABEL SERRA
Q64034615,Isabel Wiseler-Santos Lima,2024-07-16,1961-12-29,Odivelas,Sorbonne Nouvelle-Paris 3,politician || secondary school teacher,,Christian Social People's Party,,Échevin,ISABEL WISELER-SANTOS LIMA
Q241208,Isabella Lövin,2024-07-16,1963-02-03,Helsingborgs Maria church parish,"Stockholm University || University College of Film, Radio, Television and Theatre",politician || journalist,,Green Party,Stora Journalistpriset || Guldspaden,Vice Prime Minister of Sweden (2019-01-21 to 2021-02-05) || member of the Swedish Riksdag (2018-09-24 to 2018-09-24) || Minister for International Development Cooperation (2020-12-17 to 2021-02-05) || Minister for International Development Cooperation (2014-10-03 to 2019-01-21) || Minister for the Environment (2019-01-21 to 2021-02-05) || Spokesperson of the Green Party (2016-05-13 to 2021-01-31),ISABELLA LÖVIN
Q64063745,Isabella Tovaglieri,2024-07-16,1987-06-25,Busto Arsizio,University Carlo Cattaneo,politician,,Lega Nord,,deputy mayor (2017-10-01 to 2019-09-02),ISABELLA TOVAGLIERI
Q3154961,Isabelle Le Callennec,2024-07-16,1966-10-14,Nantes,École supérieure de commerce d'Amiens,politician || top official || corporate administrative and commercial executive,,Union for a Popular Movement,,member of the French National Assembly (2012-06-20 to 2017-06-20) || Q65533980 (from 2020-05-18) || member of the departmental council of Ille-et-Vilaine (from 2015-04-02) || Mayor of Vitré (2020-05-25 to 2024-07-04) || chairperson (2020-07-16 to 2024-07-05),ISABELLE LE CALLENNEC
Q10303913,Isilda Gomes,2024-07-16,1951-09-16,Mido,,politician,,,,member of the Assembly of the Republic || Mayor of Portimão (from 2013-09-29),ISILDA GOMES
Q18541650,Iulian Claudiu Manda,2024-07-16,1975-12-20,Craiova,University of Craiova,politician,,Social Democratic Party,,member of the Senate of Romania (2016-12-20 to 2019-06-19) || member of the Chamber of Deputies of Romania (2004-12-17 to 2008-01-01) || member of the Chamber of Deputies of Romania (2012-01-01 to 2016-12-19) || member of the Chamber of Deputies of Romania (2008-12-12 to 2012-12-10),IULIAN CLAUDIU MANDA
Q520490,Iuliu Winkler,2024-07-16,1964-03-14,Hunedoara,Politehnica University of Timișoara,engineer || politician,,Democratic Union of Hungarians in Romania,,Minister of Communications and Information Society (2007-07-30 to 2007-12-01) || member of the Chamber of Deputies of Romania (2000-01-01 to 2004-01-01),IULIU WINKLER
Q6096116,Ivan David,2024-07-16,1952-09-24,Prague,Charles University,physician || politician || psychiatrist,,Freedom and Direct Democracy,,Member of the Chamber of Deputies of the Parliament of the Czech Republic (1998-06-20 to 2002-06-20) || Minister of Health of the Czech Republic (1998-07-22 to 1999-12-09),IVAN DAVID
Q28966945,Ivars Ijabs,2024-07-16,1972-11-17,Riga,University of Latvia,politician || political scientist || horn player,University of Latvia,For Latvia's Development,,deputy of Saeima,IVARS IJABS
Q17409262,Ivaylo Vulchev,2024-07-16,1972-01-09,Burgas,Sofia University,screenwriter || poet || politician,,,,member of the Bulgarian National Assembly (2021-07-21 to 2021-09-15) || member of the Bulgarian National Assembly (2023-04-12 to 2024-06-19) || member of the Bulgarian National Assembly (2021-04-15 to 2021-05-11),IVAYLO VULCHEV
Q19725706,Jaak Madison,2024-07-16,1991-04-22,Paide,University of Tartu || Noarootsi Upper Secondary School || Tallinn School of Economics || Tallinn Old Town Adult Gymnasium || Albu Basic School || Tallinn School of Service,politician,,Conservative People's Party of Estonia || Estonian Centre Party,,member of the Riigikogu (from 2015-03-30) || member of the Riigikogu (2019-04-04 to 2019-06-12) || substitute member of the Parliamentary Assembly of the Council of Europe (from 2015-09-30),JAAK MADISON
Q71966781,Jacek Ozdoba,2024-07-16,1991-09-22,Warsaw,Cardinal Stefan Wyszyński University in Warsaw,politician || jurist,,Polska Razem,,council member || member of the Sejm (from 2019-11-12),JACEK OZDOBA
Q11715524,Jacek Protas,2024-07-16,1964-01-15,Lidzbark Warmiński,Gdansk University of Physical Education and Sport,teacher || politician,Ministry of Development Funds and Regional Policy,Civic Platform,Medal of Merit for the Border Guard || Gold Medal for Merit in Fire Protection || Odznaka Honorowa za Zasługi dla Samorządu Terytorialnego || Gold Cross of Merit,member of the Sejm,JACEK PROTAS
Q24840,Jagna Marczułajtis,2024-07-16,1978-12-15,Zakopane,The University School of Physical Education in Kraków,politician || snowboarder,,Civic Platform,,substitute member of the Parliamentary Assembly of the Council of Europe (2015-01-26 to 2016-01-24) || substitute member of the Parliamentary Assembly of the Council of Europe (2012-01-23 to 2013-01-20) || member of the Sejm,JAGNA MARCZUŁAJTIS
Q12022507,Jan Farský,2024-07-16,1979-07-11,Turnov,Masaryk University Faculty of Law,lawyer || politician,,Mayors and Independents || Mayors for the Liberec Region,,Member of the Chamber of Deputies of the Parliament of the Czech Republic (2017-10-21 to 2021-10-26) || member of a Czech municipal council (from 2021-04-02) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2010-05-29 to 2013-08-28) || member of a Czech municipal council (2002-11-02 to 2018-10-11) || party leader (2008-06-03 to 2009-11-14) || mayor of a place in the Czech Republic (2006-11-02 to 2014-11-07) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2013-10-26 to 2017-10-26) || chairperson (from 2017-10-23) || executive of a Czech municipal council (2015-01-01 to 2018-01-01) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2021-10-09 to 2022-02-15),JAN FARSKÝ
Q124972943,Jan Ovelgönne,2024-03-12,1975-06-30,Volkach,,politician,,Alliance '90/The Greens,,,JAN OVELGÖNNE
Q111435,Jan-Christoph Oetjen,2024-07-16,1978-02-21,Rotenburg an der Wümme,Leibniz University Hannover,politician,,Free Democratic Party,,member of the Landtag of Lower Saxony || member of the Landtag of Lower Saxony || member of the Landtag of Lower Saxony || member of the Landtag of Lower Saxony,JAN-CHRISTOPH OETJEN
Q126728517,Jan-Peter Warnke,2024-07-16,1959-01-01,Dresden,,politician,,Sahra Wagenknecht Alliance,,,JAN-PETER WARNKE
Q113016342,Jana Nagyová,2024-07-16,1970-09-26,Kosice,University of Pardubice,politician || economist || manager,,ANO 2011,,member of a Czech municipal council (2014-10-11 to 2018-02-02) || executive of a Czech municipal council,JANA NAGYOVÁ
Q12379326,Jana Toom,2024-07-16,1966-10-15,Tallinn,University of Tartu,politician || journalist,Riigikogu || Molodjož Estonii || Den za Dnyom || Vesti Nedeli || Stolitsa,Estonian Centre Party,,Deputy Mayor of Tallinn (2010-06-04 to 2011-04-01) || member of the Riigikogu (2011-03-27 to 2015-03-23) || member of the Riigikogu (2015-03-30 to 2015-03-27),JANA TOOM
Q519793,Janusz Lewandowski,2024-07-16,1951-06-13,Lublin,University of Gdańsk,politician || economist || athletics competitor,Harvard University || University of Gdańsk || Polish Ocean Lines || Gdańsk Institute for Market Economics,Civic Platform || Liberal Democratic Congress || Democratic Union || Freedom Union,Kisiel Prize || Commander of the Order of Polonia Restituta,member of the Sejm (1991-01-01 to 1993-01-01) || Representative of the Parliamentary Assembly of the Council of Europe (1992-02-03 to 1994-01-24) || member of the Sejm (1997-01-01 to 2004-01-01) || European Commissioner for Financial Programming and the Budget (2010-02-09 to 2014-07-01) || member of the Sejm (1991-11-25 to 1993-05-31),JANUSZ LEWANDOWSKI
Q42866260,Jaroslav Bžoch,2024-07-16,1983-11-30,Teplice,Jan Evangelista Purkyně University in Ústí nad Labem,politician || rugby league player,,Civic Democratic Party || ANO 2011,,Ústí nad Labem Region Assembly member (2016-10-08 to 2018-02-23) || substitute member of the Parliamentary Assembly of the Council of Europe (from 2018-01-22) || member of a Czech municipal council (2014-10-11 to 2018-10-06) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (from 2021-10-09) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2017-10-21 to 2021-10-21),JAROSLAV BŽOCH
Q125985662,Jaroslav Knot,2025-07-31,1977-10-20,Uherské Hradiště,,politician || jurist || diplomat,,,,ambassador to Norway (2017-01-01 to 2022-01-01) || ambassador to Iceland,JAROSLAV KNOT
Q15146515,Jaroslava Pokorná Jermanová,2024-07-16,1970-08-17,Karlovy Vary,"Faculty of Economics and Management, Czech University of Life Sciences Prague || České státní reformní reálné gymnasium",politician || manager,,Civic Democratic Party || ANO 2011,,member of a Czech municipal council (from 2014-10-11) || mayor of a place in the Czech Republic (2002-01-01 to 2006-01-01) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2017-10-21 to 2017-11-24) || Governor of Central Bohemian Region (2016-11-18 to 2020-11-16) || executive of a Czech municipal council (2016-01-01 to 2018-01-01) || member of a Czech municipal council (1998-11-14 to 2006-11-02) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2013-10-26 to 2017-01-03) || Central Bohemian Region Assembly member (2004-11-06 to 2008-11-06) || Central Bohemian Region Assembly member (from 2016-10-08) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (from 2021-10-09),JAROSLAVA POKORNÁ JERMANOVÁ
